"Sr.","Stock Name","Symbol","close","%_change","volume","sma150","market_cap","sector","atr14","ema21","Add Column"
896,"Vintage Coffee & Beverages Ltd","VINCOFE","146.28","-1.2%","21,60,331","145.71","2156.92","consumer discretionary","5.77","151.33",""
897,"3m India Limited","3MINDIA","34,910","-1.22%","3,192","33762.57","39810.76","miscellaneous","953.48","35460.64",""
898,"Hatsun Agro Product Limited","HATSUN","968.8","-1.22%","32,908","923.84","21847.15","fmcg","27.57","929.25",""
899,"Megastar Foods Ltd","MEGASTAR","311.75","-1.22%","1,179","284.57","356.43","fmcg","14.76","327.69",""
900,"Shriram Pistons & Rings Limited","SHRIPISTON","4,436.6","-1.24%","48,722","3488.89","19788.94","auto","155.2","4363.21",""
901,"Borosil Renewables Ltd","BORORENEW","569.9","-1.24%","2,21,016","517.61","8095.04","building materials","15.1","572.97",""
902,"TCPL Packaging Ltd","TCPLPACK","4,037.6","-1.25%","9,834","2795.38","3720.81","industrials","251.74","3518.34",""
903,"Pitti Engineering Ltd","PITTIENG","1,046.55","-1.25%","1,41,552","892.25","3990.53","industrials","40.01","978.25",""
904,"Bluestone Jewellery and Lifestyle Ltd","BLUESTONE","834.65","-1.25%","12,77,490","536.51","12881.76","consumer discretionary","52","790.77",""
905,"Titagarh Rail Systems Ltd","TITAGARH","820.95","-1.25%","4,48,731","783.63","11196.1","industrials","23.13","841.18",""
906,"Motisons Jewellers Ltd","MOTISONS","16.54","-1.25%","13,23,31,249","13.53","1905.32","consumer discretionary","1","14.53",""
907,"Swan Defence and Heavy Industries Ltd","SWANDEF","2,390.5","-1.26%","13,952","1854.15","12754.35","transportation","127.14","2448.54",""
908,"Wheels India Limited","WHEELS","1,417.5","-1.26%","50,683","1201.67","3507.6","auto","57.41","1424.1",""
909,"Imagicaaworld Entertainment Ltd","IMAGICAA","47.06","-1.26%","3,72,005","46.02","2696.9","media","2.12","47.81",""
910,"Shyam Metalics & Energy Ltd","SHYAMMETL","986.9","-1.27%","4,29,812","899.33","27902.02","metals & mining","24.55","1004.8",""
911,"Kolte - Patil Developers Limited","KOLTEPATIL","471.65","-1.27%","91,045","369.28","4236.25","realty","28.15","433.53",""
912,"Relaxo Footwears Limited","RELAXO","391.2","-1.27%","2,22,421","347.09","9864.19","consumer discretionary","16.13","406.99",""
913,"Euro Pratik Sales Ltd","EUROPRATIK","283.75","-1.27%","1,20,496","264.72","2937.23","building materials","12.46","300.81",""
914,"Manaksia Steels Limited","MANAKSTEEL","85.03","-1.27%","68,020","66.02","564.38","metals & mining","4.81","79.56",""
915,"Cipla Limited","CIPLA","1,431.5","-1.28%","7,56,514","1362.76","117137.57","healthcare","22.34","1450.47",""
916,"Divgi Torqtransfer Systems Ltd","DIVGIITTS","1,284.45","-1.28%","3,52,331","777.88","3978.99","auto","66.58","1069.7",""
917,"Bharat Dynamics Ltd","BDL","1,380","-1.29%","31,51,086","1322.65","51245.44","aerospace & defence","42.22","1311.6",""
918,"Nitiraj Engineers Ltd","NITIRAJ","203.23","-1.29%","1,925","199.53","211.06","consumer discretionary","10.5","208.66",""
919,"Lambodhara Textiles Limited","LAMBODHARA","110.1","-1.29%","4,436","107.5","115.75","textiles","4.32","112.99",""
920,"Par Drugs & Chemicals Ltd","PAR","100.91","-1.31%","9,966","92.39","125.81","healthcare","5.53","99",""
921,"Sundrop Brands Ltd","SUNDROP","651.4","-1.32%","20,003","649.24","2488.37","fmcg","18.89","663.96",""
922,"Mahalaxmi Rubtech Ltd","MHLXMIRU","186.27","-1.32%","16,277","171.17","200.48","textiles","9.99","159.34",""
923,"Bajel Projects Ltd","BAJEL","185.87","-1.32%","1,00,687","174.73","2179.15","realty","7.41","186.35",""
924,"Geojit Financial Services Ltd","GEOJITFSL","79.31","-1.32%","4,93,700","70.58","2243.3","financials","3.01","78.21",""
925,"R R Kabel Ltd","RRKABEL","2,748.6","-1.33%","3,20,939","1852.65","31506.67","industrials","88.39","2645.87",""
926,"Rain Industries Limited","RAIN","205.91","-1.33%","27,04,223","163.67","7019.2","miscellaneous","10.43","215.44",""
927,"Aarti Drugs Limited","AARTIDRUGS","410.75","-1.35%","1,47,186","379.04","3800.03","healthcare","14.99","415.07",""
928,"Asahi Songwon Colors Limited","ASAHISONG","357","-1.35%","9,254","251.54","426.58","chemicals","21.23","342.6",""
929,"N. B. I. Industrial Finance Company Limited","NBIFIN","2,064","-1.36%","207","1976.56","618.3","financials","84.17","2126.12",""
930,"Tata Capital Ltd","TATACAP","359.25","-1.36%","6,05,981","337.35","154598.13","financials","8.61","361.78",""
931,"Viyash Scientific Ltd","VIYASH","252.15","-1.37%","23,15,295","229.54","11168.72","healthcare","12","263.73",""
932,"Trigyn Technologies Limited","TRIGYN","55.3","-1.37%","22,595","55.29","172.62","i.t","2.05","54.68",""
933,"Voltamp Transformers Limited","VOLTAMP","10,001","-1.38%","12,573","9135.36","10259.77","industrials","268.36","9854.67",""
934,"GE Vernova T&D India Ltd","GVT&D","4,290","-1.38%","4,21,939","4120.13","111380.24","industrials","159.69","4376.51",""
935,"Mphasis Limited","MPHASIS","2,510","-1.38%","3,83,371","2369.6","48577.21","i.t","69.95","2438.61",""
936,"Leela Palaces Hotels & Resorts Ltd","THELEELA","503","-1.38%","7,97,105","443.46","17033.52","services","17.91","497.44",""
937,"Aarti Industries Limited","AARTIIND","526.7","-1.39%","7,54,607","451.02","19373.23","chemicals","16.8","503.3",""
938,"Tech Mahindra Limited","TECHM","1,610","-1.4%","15,06,025","1499.22","160023.86","i.t","36.08","1606.18",""
939,"Pidilite Industries Limited","PIDILITIND","1,669","-1.42%","7,01,061","1483.52","172309.37","chemicals","30.88","1647.37",""
940,"One 97 Communications Ltd","PAYTM","1,580.2","-1.42%","21,37,873","1180.66","102646.02","i.t","54.06","1454.78",""
941,"Sangam (india) Limited","SANGAMIND","592.45","-1.42%","11,488","506.27","3019.82","textiles","20.1","597.95",""
942,"Engineers India Limited","ENGINERSIN","240.18","-1.44%","12,68,614","219.91","13695.85","realty","7.79","236.34",""
943,"Sri Lotus Developers & Realty Ltd","LOTUSDEV","169.97","-1.44%","13,53,967","145.34","8428.04","realty","8.56","174.7",""
944,"Cera Sanitaryware Limited","CERA","5,787","-1.45%","5,690","5500.03","7573.44","building materials","159.86","6068.55",""
945,"Capital Small Finance Bank Ltd","CAPITALSFB","281.55","-1.45%","13,682","270.48","1298.94","bank","7.94","292.37",""
946,"Cineline India Limited","CINELINE","88.49","-1.45%","13,654","83.61","342.21","media","3.03","86.34",""
947,"Advance Agrolife Ltd","ADVANCE","117.06","-1.46%","82,966","113.29","763.65","chemicals","5.95","119.23",""
948,"Bannari Amman Spinning Mills Limited","BASML","24.38","-1.46%","37,732","24.17","197.73","textiles","1.1","26.34",""
949,"Rpg Life Sciences Limited","RPGLIFE","2,741.3","-1.47%","14,587","2237","4601.65","healthcare","113.39","2731.93",""
950,"Tanla Solutions Limited","TANLA","573.5","-1.47%","3,47,216","507.35","7718.99","i.t","22.55","590.87",""
951,"Shivalik Bimetal Controls Ltd","SBCL","1,024.6","-1.49%","1,96,087","600.04","5991.41","metals & mining","58.09","883.68",""
952,"Oriental Hotels Limited","ORIENTHOT","122.35","-1.49%","1,11,088","109.38","2218.2","services","5","129.03",""
953,"Fusion Micro Finance Ltd","FUSION","195.58","-1.5%","4,86,700","185.91","3218.14","financials","10.66","207.93",""
954,"Rajshree Polypack Ltd","RPPL","22.98","-1.5%","1,23,037","18.25","173.21","industrials","1.41","23.04",""
955,"Adani Green Energy Ltd","ADANIGREEN","1,327.6","-1.51%","7,45,035","1197.07","222039.35","power & utilities","38.22","1388.28",""
956,"Marico Limited","MARICO","852.05","-1.52%","9,70,523","798.83","112336.39","fmcg","15.52","859.54",""
957,"Pokarna Limited","POKARNA","937.8","-1.53%","41,690","905.3","2952.82","consumer discretionary","46.97","960.08",""
958,"Everest Industries Limited","EVERESTIND","449.65","-1.53%","3,272","411.44","724.05","building materials","21.11","472.68",""
959,"Indian Bank Ltd","INDIANB","881.2","-1.54%","10,61,592","870.23","120546.54","bank","20.52","863.26",""
960,"Shilpa Medicare Limited","SHILPAMED","809.3","-1.55%","7,48,269","457.27","16076.83","healthcare","33.12","717.02",""
961,"TVS Supply Chain Solutions Ltd","TVSSCS","121.48","-1.55%","5,75,748","118","5443.72","transportation","5.04","131",""
962,"Paisalo Digital Ltd","PAISALO","67.59","-1.57%","97,63,518","48.77","6245.69","financials","2.61","69.5",""
963,"IKIO Lighting Ltd","IKIO","201.74","-1.58%","1,11,947","160.8","1584.02","consumer discretionary","9.07","203.08",""
964,"Ram Ratna Wires Ltd","RAMRAT","467.5","-1.59%","1,06,827","372.67","4434.55","metals & mining","19.15","448.26",""
965,"STL Networks Ltd","STLNETWORK","25.37","-1.59%","6,62,678","23.86","1258.26","telecom-service","1.11","25.33",""
966,"Sadhana Nitro Chem Ltd","SADHNANIQ","3.09","-1.59%","14,34,149","2.22","930.91","chemicals","0.1","2.95",""
967,"Datamatics Global Services Limited","DATAMATICS","852.35","-1.6%","57,515","766.72","5120.09","i.t","28.09","850.45",""
968,"Gail (india) Limited","GAIL","172.1","-1.6%","41,32,699","164.22","114998.49","energy","3.9","174.47",""
969,"Procter & Gamble Health Ltd","PGHL","5,836.5","-1.61%","7,030","5614.62","9846.75","healthcare","166.49","6251.59",""
970,"Arihant Foundations & Housing Limited","ARIHANT","1,031.6","-1.61%","3,566","523.35","1044.9","realty","68.73","1047.15",""
971,"HFCL Ltd","HFCL","219.5","-1.62%","98,63,534","131.22","34149.27","telecom","9.51","210.91",""
972,"Nazara Technologies Ltd","NAZARA","350.1","-1.63%","6,59,087","280.87","13659.3","i.t","10.55","336.23",""
973,"Stylam Industries Ltd","STYLAMIND","3,582.4","-1.64%","59,253","2664.44","6172.48","building materials","142.86","3487.57",""
974,"Mayur Uniquoters Ltd","MAYURUNIQ","732.2","-1.64%","1,21,236","645.3","3234.61","consumer discretionary","32.68","774.05",""
975,"NDR Auto Components Ltd","NDRAUTO","803.55","-1.65%","21,919","771.36","1943.26","auto","28.83","820.37",""
976,"Apollo Micro Systems Ltd","APOLLO","387.05","-1.65%","39,79,390","310.73","14624.3","aerospace & defence","11.93","393.4",""
977,"Adani Energy Solutions Ltd","ADANIENSOL","1,589.1","-1.66%","20,16,844","1284.34","197629.44","power & utilities","48.03","1628.44",""
978,"Thangamayil Jewellery Limited","THANGAMAYL","5,336.5","-1.67%","85,919","4480.49","16868.21","consumer discretionary","264.57","5606.16",""
979,"Ttk Healthcare Limited","TTKHLTCARE","1,138.4","-1.67%","27,967","930.53","1635.87","miscellaneous","62.09","1064.92",""
980,"Sanathan Textiles Ltd","SANATHAN","463.5","-1.67%","36,634","430.89","3978.39","textiles","22.42","472.26",""
981,"Park Medi World Ltd","PARKHOSPS","276.65","-1.67%","4,26,168","230.22","12152.37","healthcare","10.14","283.45",""
982,"Naga Dhunseri Group Limited","NDGL","2,878.7","-1.68%","890","2622.79","292.79","financials","186.64","2787.04",""
983,"Windlas Biotech Ltd","WINDLAS","933.4","-1.69%","66,278","817.79","1959.31","healthcare","48.28","887.08",""
984,"Sonata Software Limited","SONATSOFTW","320.4","-1.69%","3,73,124","282.93","9139.04","i.t","14.11","317.79",""
985,"Star Paper Mills Limited","STARPAPER","145.47","-1.7%","4,193","142.06","230.97","building materials","5.01","148.68",""
986,"Nureca Ltd","NURECA","340.3","-1.73%","6,067","271.85","330.44","i.t","16.68","321.26",""
987,"Ather Energy Ltd","ATHERENERG","1,485.2","-1.74%","24,75,472","926.5","59572.04","auto","64.94","1389.61",""
988,"Aeroflex Enterprises Ltd","AEROENTER","125.73","-1.74%","3,79,754","97.43","1447.94","metals & mining","6.99","125.7",""
989,"Wockhardt Limited","WOCKPHARMA","1,898.8","-1.75%","3,42,549","1595.04","31404.86","healthcare","71.4","1923.34",""
990,"Nahar Spinning Mills Limited","NAHARSPING","296.7","-1.76%","37,281","236.96","1089.17","textiles","13.69","296.17",""
991,"Aeroflex Neu Ltd","AERONEU","84.49","-1.76%","24,802","80.58","221.85","industrials","3.79","85.8",""
992,"D.P. Abhushan Ltd","DPABHUSHAN","1,403.8","-1.78%","18,418","1140.9","3262.79","consumer discretionary","77.49","1376.57",""
993,"Indian Hume Pipe Company Limited","INDIANHUME","362.55","-1.79%","25,743","347.84","1944.75","realty","12.68","379.49",""
994,"Krishana Phoschem Ltd","KRISHANA","187.27","-1.79%","7,07,831","125.23","1178.93","chemicals","7.34","174.19",""
995,"Mazda Limited","MAZDA","230.9","-1.81%","2,826","211.96","470.91","industrials","9.19","230.32",""
996,"GPT Healthcare Ltd","GPTHEALTH","153.32","-1.81%","91,854","139.88","1281.29","healthcare","6.08","158.58",""
997,"Uniparts India Ltd","UNIPARTS","801.15","-1.82%","2,07,095","563.24","3683.68","industrials","31.29","762.95",""
998,"Ausom Enterprise Limited","AUSOMENT","144.39","-1.82%","823","121.5","200.35","consumer discretionary","8.36","138.33",""
999,"Mankind Pharma Ltd","MANKIND","2,380.9","-1.83%","8,10,528","2289.17","100159.78","healthcare","54.18","2462.33",""
1000,"Tatva Chintan Pharma Chem Ltd","TATVA","1,685.8","-1.83%","69,145","1294.12","4017.12","chemicals","81","1671.81",""
1001,"Om Freight Forwarders Ltd","OMFREIGHT","95.31","-1.84%","10,580","86.39","326.99","transportation","5.24","92.83",""
1002,"Astra Microwave Products Limited","ASTRAMICRO","1,707.1","-1.85%","2,51,228","1256.47","16513.79","aerospace & defence","74.98","1747.38",""
1003,"Zee Learn Limited","ZEELEARN","7.98","-1.85%","2,34,697","6.67","266.45","i.t","0.39","8.15",""
1004,"JSW Cement Ltd","JSWCEMENT","127.6","-1.86%","11,89,077","125.76","17726.47","building materials","2.84","132.46",""
1005,"Bluspring Enterprises Ltd","BLUSPRING","109","-1.86%","2,08,662","77.41","1659.84","miscellaneous","6.77","112.71",""
1006,"V-mart Retail Limited","VMART","792.3","-1.88%","52,761","657.13","6423.5","consumer discretionary","27.31","785.74",""
1007,"Time Technoplast Limited","TIMETECHNO","189.61","-1.89%","28,54,111","183.62","9540.49","plastic products","7.22","201.39",""
1008,"Nestle India Limited","NESTLEIND","1,470","-1.94%","17,21,057","1363.73","289073.6","fmcg","32.72","1492.28",""
1009,"Jash Engineering Ltd","JASH","480.5","-1.95%","61,833","430.16","3096.81","industrials","16.71","498.78",""
1010,"Markolines Pavement Technologies Ltd","MARKOLINES","171.65","-1.98%","1,53,067","160.18","385.98","realty","5.53","175.7",""
1011,"Sikko Industries Ltd","SIKKO","5.45","-1.98%","5,15,265","4.52","242.86","chemicals","0.33","5.29",""
1012,"Fairchem Organics Ltd","FAIRCHEMOR","687.4","-2%","765","627.66","883.48","chemicals","20.5","740.8",""
1013,"Synergy Green Industries Ltd","SGIL","549.65","-2%","26,164","542.17","871.73","industrials","27.67","586.08",""
1014,"Shipping Corporation Of India Limited","SCI","286.4","-2%","15,43,079","273.25","13612.98","transportation","9.46","292.1",""
1015,"Bls International Services Limited","BLS","272.56","-2%","20,76,768","265.94","11451.34","i.t","9.3","255.31",""
1016,"Chembond Chemicals Ltd","CHEMBONDCH","263.69","-2%","15,083","179.03","723.68","chemicals","12.93","247.67",""
1017,"Bafna Pharmaceuticals Ltd","BAFNAPH","252.55","-2%","2,815","156.51","609.62","healthcare","5.69","255.31",""
1018,"Onmobile Global Limited","ONMOBILE","61.77","-2%","12,750","54.66","670.14","telecom-service","1.95","65.19",""
1019,"One Point One Solutions Ltd","ONEPOINT","57.21","-2%","5,30,634","53.71","1535.02","i.t","2.48","57.53",""
1020,"Vaishali Pharma Ltd","VAISHALI","8.34","-2%","2,50,280","7.42","114.89","healthcare","0.52","7.97",""
1021,"Radhika Jeweltech Ltd","RADHIKAJWE","67.9","-2.01%","3,35,920","63.72","817.62","consumer discretionary","3.24","68.11",""
1022,"Gland Pharma Ltd","GLAND","2,910.2","-2.02%","3,72,430","2044.12","48996.32","healthcare","111.81","2672.75",""
1023,"Carysil Ltd","CARYSIL","1,155.8","-2.03%","1,16,480","985.32","3355.66","consumer discretionary","52.7","1182.22",""
1024,"Dr. Lal Path Labs Ltd.","LALPATHLAB","1,877.3","-2.04%","1,34,988","1542.35","32124.43","healthcare","55.51","1865.6",""
1025,"Cords Cable Industries Limited","CORDSCABLE","214.05","-2.04%","21,170","187.69","282.48","industrials","10.09","216.11",""
1026,"Ester Industries Limited","ESTER","98.96","-2.04%","62,123","93.01","1053.59","industrials","5.38","93.69",""
1027,"Mold-tek Packaging Limited","MOLDTKPAC","680.15","-2.05%","51,668","613.81","2307.42","industrials","19.96","685.69",""
1028,"Shree Pushkar Chemicals & Fertilisers Limited","SHREEPUSHK","376.35","-2.07%","32,509","360.19","1242.74","chemicals","17.36","398.17",""
1029,"Sanstar Ltd","SANSTAR","109.19","-2.07%","2,50,032","99.3","2232.99","fmcg","4.77","112.45",""
1030,"Steel City Securities Ltd","STEELCITY","81.77","-2.11%","9,109","81.23","126.19","financials","3.59","80.29",""
1031,"Aadhar Housing Finance Ltd","AADHARHFC","487.65","-2.12%","2,08,660","484.8","21788.14","financials","13.13","502.71",""
1032,"Suyog Telematics Ltd","SUYOG","813.85","-2.15%","16,784","734.32","974.57","telecom","38.99","847.23",""
1033,"Honeywell Automation India Limited","HONAUT","36,400","-2.16%","2,573","33486.2","32894.89","consumer discretionary","835.49","37852.9",""
1034,"Ceat Limited","CEATLTD","3,608.5","-2.18%","63,148","3557.52","14921.23","auto","93.78","3626.72",""
1035,"Tips Music Ltd","TIPSMUSIC","656.25","-2.18%","1,87,123","604.29","8576.22","media","23.94","670.88",""
1036,"Jayant Agro Organics Limited","JAYAGROGN","217.68","-2.18%","4,074","200.24","667.62","chemicals","9.52","220.78",""
1037,"Sigma Solve Ltd","SIGMA","45.15","-2.19%","60,773","43.48","474.41","i.t","2.85","44.69",""
1038,"Orbit Exports Limited","ORBTEXP","230.73","-2.2%","9,420","188.7","625.48","textiles","11.29","243.35",""
1039,"Aia Engineering Limited","AIAENG","4,383.6","-2.21%","51,530","4155.81","41833.66","industrials","167.24","4616.77",""
1040,"Madhya Bharat Agro Products Ltd","MBAPL","164.73","-2.21%","12,92,985","109.42","1476.16","chemicals","6.8","156.53",""
1041,"Sudarshan Chemical Industries Limited","SUDARSCHEM","1,092.9","-2.25%","6,51,251","915.39","8791.35","chemicals","60.21","1061.69",""
1042,"Five-Star Business Finance Ltd","FIVESTAR","537.75","-2.26%","3,33,764","470.42","16240.79","financials","16.5","545.24",""
1043,"Excel Industries Limited","EXCELINDUS","990.55","-2.28%","13,026","936.35","1274.23","chemicals","38.36","996.96",""
1044,"Ht Media Limited","HTMEDIA","25.77","-2.28%","1,08,005","22.86","613.82","media","1.41","26.09",""
1045,"Exicom Tele-Systems Ltd","EXICOM","148.32","-2.29%","5,10,831","124.92","2111.09","industrials","8.32","156.88",""
1046,"Commercial Syn Bags Ltd","COMSYN","281.69","-2.3%","4,43,529","170.45","1163.1","industrials","19.96","233.11",""
1047,"Rswm Limited","RSWM","194.52","-2.3%","23,448","168.9","937.79","textiles","8.43","207.72",""
1048,"Sai Life Sciences Ltd","SAILIFE","1,416.4","-2.31%","3,45,682","1085.99","30779.35","healthcare","48.37","1367.4",""
1049,"Diamond Power Infrastructure Ltd","DIACABS","359.9","-2.33%","9,89,975","184.92","19418.88","industrials","18.93","326.25",""
1050,"Manali Petrochemicals Limited","MANALIPETC","67.64","-2.35%","4,92,082","58.04","1191.44","energy","2.76","66.02",""
1051,"Godrej Industries Limited","GODREJIND","1,223","-2.36%","2,30,644","1066.7","42184.81","chemicals","49.34","1282.29",""
1052,"Prakash Industries Limited","PRAKASH","134.43","-2.36%","25,25,354","133.34","2465.6","metals & mining","8.59","128",""
1053,"Bal Pharma Limited","BALPHARMA","85","-2.36%","16,536","78.36","138.59","healthcare","3.68","87.45",""
1054,"Authum Investment & Infrastructure Ltd","AIIL","551.5","-2.37%","1,47,002","508.57","47972.75","financials","23.34","558.26",""
1055,"Indo Rama Synthetics (india) Limited","INDORAMA","54.76","-2.37%","98,507","42.12","1464.58","textiles","3.24","55.4",""
1056,"Hikal Limited","HIKAL","212.81","-2.38%","1,89,229","200.05","2687.83","healthcare","9.03","220.59",""
1057,"Kross Ltd","KROSS","205.2","-2.38%","3,38,028","193.27","1355.99","auto","7.67","201.18",""
1058,"Tirupati Forge Ltd","TIRUPATIFL","64.24","-2.43%","3,39,476","47.96","856.18","industrials","4.06","68.65",""
1059,"Seshaasai Technologies Ltd","STYL","398.3","-2.45%","87,472","282.81","6606.53","i.t","18.99","384.48",""
1060,"ACME Solar Holdings Ltd","ACMESOLAR","364.9","-2.46%","10,19,177","294.45","26444.17","realty","10.86","370.24",""
1061,"Izmo Limited","IZMO","916.25","-2.47%","1,39,996","819.55","1405.66","i.t","49.97","992.37",""
1062,"Lloyds Engineering Works Ltd","LLOYDSENGG","91.21","-2.48%","51,24,804","64.39","13845.21","industrials","4.03","90.95",""
1063,"Sun Pharmaceuticals Industries Limited","SUNPHARMA","1,882","-2.49%","18,93,086","1798.99","463071.65","healthcare","33.51","1938.08",""
1064,"Carborundum Universal Limited","CARBORUNIV","1,122.7","-2.51%","1,40,768","954.43","21937.23","industrials","46.73","1111.18",""
1065,"Arkade Developers Ltd","ARKADE","129.99","-2.51%","2,08,312","120.12","2475.64","realty","5.19","135.01",""
1066,"Eclerx Services Limited","ECLERX","1,848.9","-2.54%","1,72,306","1697.86","17841.42","i.t","83.51","1821.61",""
1067,"Gujarat Alkalies And Chemicals Limited","GUJALKALI","680.45","-2.54%","99,166","595.25","5127.37","chemicals","24.99","669.68",""
1068,"Hindcon Chemicals Ltd","HINDCON","22.13","-2.55%","13,693","21.78","116.25","chemicals","1.07","22.29",""
1069,"Aditya Vision Ltd","AVL","608.65","-2.56%","3,02,890","540.14","8066.61","consumer discretionary","20.56","622.97",""
1070,"GFL Ltd","GFLLIMITED","49.49","-2.56%","79,586","46.91","557.93","financials","2.55","48.39",""
1071,"Il&fs Engineering And Construction Company Limited","IL&FSENGG","35.79","-2.56%","8,873","27.5","481.61","realty","1.72","33.95",""
1072,"Ajax Engineering Ltd","AJAXENGG","567.25","-2.57%","1,11,559","531.23","6660.76","industrials","20.02","573.92",""
1073,"Rane (madras) Limited","RML","1,084.7","-2.59%","18,369","907.5","3077.4","auto","52.97","1120.57",""
1074,"Kamdhenu Limited","KAMDHENU","33.85","-2.59%","4,49,019","25.73","979.54","metals & mining","1.78","34.11",""
1075,"Iol Chemicals And Pharmaceuticals Limited","IOLCP","161.28","-2.6%","18,47,551","107.29","4860.23","healthcare","9.53","158.03",""
1076,"Precot Meridian Limited","PRECOT","698.45","-2.61%","16,347","603.15","860.58","textiles","56.33","783.82",""
1077,"Sasken Communication Technologies Limited","SASKEN","1,919.5","-2.63%","12,081","1600.26","2993.86","i.t","97.46","1935.47",""
1078,"Speciality Restaurants Limited","SPECIALITY","135.98","-2.64%","42,973","111.91","673.71","services","9.99","139.9",""
1079,"Paramount Communications Limited","PARACABLES","63.55","-2.64%","25,23,489","49.32","2135.68","industrials","4.32","65.86",""
1080,"Mangalam Cement Limited","MANGLMCEM","872.55","-2.66%","24,801","864.73","2464.72","building materials","20.33","926.26",""
1081,"N R Agarwal Industries Ltd","NRAIL","509.9","-2.68%","9,387","453.19","891.72","building materials","26.21","493.71",""
1082,"Nilkamal Limited","NILKAMAL","1,810","-2.69%","25,967","1378.24","2775.59","plastic products","97.28","1732.68",""
1083,"Jubilant Agri & Consumer Products Ltd","JUBLCPL","2,342.4","-2.7%","19,110","1882.97","3647.96","chemicals","152.21","2003.77",""
1084,"Suven Life Sciences Limited","SUVEN","333.05","-2.72%","13,51,669","220.77","661.38","healthcare","18.13","323.12",""
1085,"Black Box Ltd","BBOX","774.1","-2.73%","3,35,756","702.29","14134.23","i.t","40.7","790.19",""
1086,"DDev Plastiks Industries Ltd","DDEVPLSTIK","269.3","-2.76%","1,80,357","263.26","2865.79","chemicals","14.68","282.01",""
1087,"IFGL Refractories Ltd","IFGLEXPOR","218.97","-2.81%","22,421","183.89","1624","building materials","11.74","214.87",""
1088,"Vodafone Idea Ltd","IDEA","13.71","-2.83%","31,04,30,357","11.86","152872.02","telecom-service","0.45","13.34",""
1089,"Ingersoll Rand (india) Limited","INGERRAND","4,477.2","-2.85%","92,939","4018.59","14548.74","industrials","163.45","4404.21",""
1090,"Electrotherm (india) Limited","ELECTHERM","974.8","-2.86%","15,360","857.54","1278.74","metals & mining","44.46","1019.2",""
1091,"Medico Remedies Ltd","MEDICO","44.27","-2.87%","2,31,477","43.43","378.24","healthcare","3.08","45.04",""
1092,"Akme Fintrade (India) Ltd","AFIL","9.4","-2.89%","4,82,903","8.35","413.09","financials","0.51","9.53",""
1093,"Tejas Networks Ltd","TEJASNET","522.85","-2.91%","9,06,088","461.86","9583.9","telecom","17.96","529.53",""
1094,"Fiem Industries Limited","FIEMIND","2,281.7","-2.92%","1,10,074","2236.09","6186.17","auto","114.54","2402.01",""
1095,"AVG Logistics Ltd","AVG","199.02","-2.92%","10,416","168.42","383.52","transportation","8.58","202.02",""
1096,"Ravindra Energy Ltd","RELTD","159.87","-2.93%","3,21,467","147.72","3270.11","industrials","6.58","168.14",""
1097,"Poly Medicure Limited","POLYMED","1,733.6","-2.94%","1,57,632","1514.9","18104.83","healthcare","68.4","1734.14",""
1098,"Denta Water & Infra Solutions Ltd","DENTA","287.05","-2.94%","2,79,850","284.62","789.65","realty","15.85","327.43",""
1099,"VMS TMT Ltd","VMSTMT","49.85","-2.94%","1,05,418","46.18","254.91","metals & mining","2.04","47.15",""
1100,"Inox Green Energy Services Ltd","INOXGREEN","181.54","-2.96%","7,54,663","175.97","7510.71","miscellaneous","8.98","184.57",""
1101,"Veto Switchgears And Cables Limited","VETO","120.21","-2.96%","37,409","112.59","236.8","industrials","4.72","122.91",""
1102,"Emcure Pharmaceuticals Ltd","EMCURE","1,873.9","-3.02%","2,20,968","1665.29","36651.89","healthcare","58.09","1929.04",""
1103,"Tata Technologies Ltd","TATATECH","841.65","-3.02%","7,24,569","660.08","35241.24","i.t","31.74","801.53",""
1104,"DCM Nouvelle Ltd","DCMNVL","173.83","-3.03%","15,555","139.15","334.84","textiles","7.68","159.96",""
1105,"Tribhovandas Bhimji Zaveri Limited","TBZ","243.7","-3.04%","5,36,210","175.25","1677.27","consumer discretionary","16.62","257.7",""
1106,"NDL Ventures Ltd","NDLVENTURE","123.56","-3.06%","18,597","118.02","429.18","financials","5.29","127.56",""
1107,"Security & Intelligence Services India","SIS","416.45","-3.07%","1,92,249","366.02","6070.99","miscellaneous","10.95","430.76",""
1108,"Quadrant Future Tek Ltd","QUADFUTURE","349.35","-3.08%","2,52,295","332.45","1441.8","industrials","17.76","368.15",""
1109,"Landmark Property Development Company Limited","LPDC","7.87","-3.08%","1,66,450","6.61","108.92","realty","0.59","6.7",""
1110,"Manaksia Aluminium Company Limited","MANAKALUCO","38.11","-3.1%","69,502","35.05","257.75","metals & mining","2.53","38.13",""
1111,"Ideaforge Technology Ltd","IDEAFORGE","795.1","-3.14%","4,18,756","642.63","4078.44","aerospace & defence","39.7","850.92",""
1112,"Indian Card Clothing Company Limited","INDIANCARD","216.07","-3.15%","4,698","213.93","132.54","textiles","10.23","220.2",""
1113,"Haleos Labs Limited","HALEOSLABS","1,437.5","-3.16%","468","1397.45","448.78","healthcare","65.86","1493.07",""
1114,"RACL Geartech Ltd","RACLGEAR","1,343.4","-3.16%","26,508","1274.96","1635.36","auto","69.22","1364.76",""
1115,"Dynacons Systems & Solutions Limited","DSSL","1,158.1","-3.2%","58,682","1148.03","1523.86","i.t","46.34","1235.45",""
